NtsbNo,ProbableCause,Findings,Event.Id,narratives.narr_cause,safetyrecs2026-02-28_15-34.Recommendation
ANC19LA045,"The pilot's failure to maintain an adequate glidepath during the approach, which resulted in the airplane impacting rocks and dirt at the runway threshold, a separation of the right main landing gear, and a loss of directional control.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Attain/maintain not possible",20190813X05139,"The pilot's failure to maintain an adequate glidepath during the approach, which resulted in the airplane impacting rocks and dirt at the runway threshold, a separation of the right main landing gear, and a loss of directional control.",
DCA19CA198,an inadvertent encounter with clear air turbulence.,Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Effect on personnel,20190816X35649,an inadvertent encounter with clear air turbulence.,
DCA19CA208,an encounter with convective turbulence during descent.,Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel,20190830X60449,an encounter with convective turbulence during descent.,
DCA19CA206,an encounter with mountain wave turbulence.,Environmental issues - Conditions/weather/phenomena - Turbulence - Terrain induced turbulence - Effect on personnel,20190830X64106,an encounter with mountain wave turbulence.,
DCA19CA213,an encounter with convectively induced turbulence associated with towering cumulus clouds during descent.,Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel,20190916X91526,an encounter with convectively induced turbulence associated with towering cumulus clouds during descent.,
DCA20CA010,a bird strike during climb out.,Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on equipment,20191030X64711,a bird strike during climb out.,
DCA20LA013,"The flight crew�s inability to maintain the airplane on the runway centerline after touchdown due to the reduced braking action resulting from the deteriorating weather conditions, which caused the airplane�s departure from the runway surface.  Contributing to the accident were the delay in performing the runway assessment for undetermined reasons and failure to close the runway.  Also contributing to the accident was the controller�s failure to advise the accident flight crew that braking action was no longer consistent with the previously published notice to air mission, which described braking action as good across all three runway zones.","Environmental issues - Conditions/weather/phenomena - (general) - (general) - Effect on equipment, Personnel issues - Action/decision - Action - Delayed action - Airport personnel, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - ATC personnel",20191111X02542,"The flight crew�s inability to maintain the airplane on the runway centerline after touchdown due to the reduced braking action resulting from the deteriorating weather conditions, which caused the airplane�s departure from the runway surface.  Contributing to the accident were the delay in performing the runway assessment for undetermined reasons and failure to close the runway.  Also contributing to the accident was the controller�s failure to advise the accident flight crew that braking action was no longer consistent with the previously published notice to air mission, which described braking action as good across all three runway zones.",
DCA20CA038,an encounter with convectively induced turbulence while overflying an area of known convective activity.,Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel,20191217X93140,an encounter with convectively induced turbulence while overflying an area of known convective activity.,
DCA20CA040,An inadvertent encounter with convective turbulence.,Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel,20191218X82112,An inadvertent encounter with convective turbulence.,
DCA20CA043,an encounter with clear air turbulence during cruise flight.,Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Effect on personnel,20191220X85302,an encounter with clear air turbulence during cruise flight.,
DCA20CA046,"an abrupt stop during taxi to avoid a collision with another airplane, causing a flight attendant to fall.",Environmental issues - Operating environment - (general) - (general) - Effect on personnel,20191227X84547,"an abrupt stop during taxi to avoid a collision with another airplane, causing a flight attendant to fall.",
DCA20LA047,"Maintenance personnel�s excessive grinding of the left main landing gear�s aft trunnion pin during its initial overhaul, which caused heat damage to the base metal and led to the fatigue crack that caused the pin to fail during the accident flight. Contributing to the accident was the failure of maintenance personnel to detect the excessive grinding during the initial overhaul and the fatigue crack during the subsequent overhaul.","Aircraft - Aircraft systems - Landing gear system - Main landing gear attach sec - Fatigue/wear/corrosion, Aircraft - Aircraft systems - Landing gear system - Main landing gear attach sec - Incorrect service/maintenance, Personnel issues - Task performance - Maintenance - Repair - Maintenance personnel, Personnel issues - Task performance - Inspection - Post maintenance inspection - Maintenance personnel",20200107X35017,"Maintenance personnel�s excessive grinding of the left main landing gear�s aft trunnion pin during its initial overhaul, which caused heat damage to the base metal and led to the fatigue crack that caused the pin to fail during the accident flight. Contributing to the accident was the failure of maintenance personnel to detect the excessive grinding during the initial overhaul and the fatigue crack during the subsequent overhaul.",
